"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"7199",6,6,2,1,5,5,1,1,4,3,1,0.783388306619599
"7200",4,2,2,2,5,2,2,2,4,1,7,0.339751959312707
"7201",7,5,2,2,4,4,4,3,6,5,7,0.40738362330012
"7202",8,2,1,1,2,1,1,1,10,7,1,0.0855185049585998
"7203",6,2,1,1,8,1,1,1,2,2,4,0.808851463021711
"7204",10,9,2,2,2,1,1,1,6,6,6,0.062566518317908
"7205",4,3,2,1,8,3,3,1,10,2,7,0.58403168618679
"7206",3,3,1,1,7,6,4,1,3,3,3,0.155275044729933
"7207",4,1,1,1,3,2,2,1,8,1,9,0.842711934121326
"7208",10,4,2,1,4,2,2,1,3,3,3,0.444951081182808
"7209",9,2,2,1,4,4,2,2,1,1,3,0.674395274603739
"7210",8,1,1,1,3,3,1,1,5,4,7,0.10315944836475
"7211",4,2,1,1,9,2,1,1,1,1,3,0.45307276211679
"7212",5,4,2,1,7,5,2,2,7,1,4,0.111558934440836
"7213",1,1,1,1,3,2,2,2,10,10,3,0.870633464539424
"7214",5,4,2,2,8,7,2,2,5,5,7,0.933600025251508
"7215",8,8,6,1,7,5,1,1,4,2,9,0.813513074535877
"7216",2,1,1,1,3,2,1,1,8,8,5,0.0355742108076811
"7217",10,4,3,1,10,6,6,1,3,3,6,0.014868768164888
"7218",5,2,2,2,4,3,1,1,3,3,8,0.469023378100246
"7219",8,5,5,1,4,1,1,1,6,5,1,0.643036303808913
"7220",10,6,5,5,3,3,2,1,6,3,7,0.464838630752638
"7221",10,8,4,4,10,10,2,1,8,3,9,0.710376520175487
"7222",9,7,1,1,7,3,1,1,8,8,1,0.700206147506833
"7223",10,4,1,1,8,6,3,1,9,5,7,0.817964781774208
"7224",8,2,2,1,2,1,1,1,4,4,6,0.560302163707092
"7225",8,4,3,2,9,8,7,4,10,2,4,0.697086944011971
"7226",9,5,1,1,9,5,5,2,10,5,6,0.270668712677434
"7227",1,1,1,1,3,3,2,1,3,3,2,0.875866836402565
"7228",3,1,1,1,6,4,4,1,8,6,1,0.952240948099643
"7229",3,1,1,1,6,6,2,2,6,2,9,0.792709731962532
"7230",10,2,1,1,8,8,4,2,4,3,9,0.0997641182038933
"7231",6,4,4,1,7,2,2,2,3,2,10,0.599833327811211
"7232",1,1,1,1,2,1,1,1,3,1,8,0.724617332918569
"7233",2,2,1,1,10,6,1,1,2,1,1,0.637784881750122
"7234",10,10,5,5,4,1,1,1,3,3,2,0.92803661711514
"7235",8,2,2,1,3,3,3,1,6,4,8,0.519557828316465
"7236",6,3,2,2,3,3,3,1,6,4,7,0.310081996722147
"7237",5,4,4,2,1,1,1,1,10,6,9,0.604148479411379
"7238",3,3,3,1,8,3,1,1,5,2,1,0.393835119437426
"7239",6,5,5,5,5,1,1,1,4,2,6,0.161732873879373
"7240",5,4,2,1,2,2,2,2,8,7,4,0.170754888094962
"7241",1,1,1,1,10,3,2,1,7,6,6,0.598919115727767
"7242",3,2,2,1,1,1,1,1,8,5,8,0.198061535600573
"7243",3,3,3,1,8,2,1,1,3,3,2,0.333488775184378
"7244",2,1,1,1,9,5,3,3,7,4,7,0.972788159735501
"7245",4,1,1,1,8,6,4,1,1,1,4,0.115359022282064
"7246",4,3,2,1,5,2,2,1,4,4,3,0.24751211469993
"7247",6,5,4,3,3,2,1,1,6,5,2,0.336320414673537
"7248",1,1,1,1,5,5,2,2,5,3,4,0.408194231800735
"7249",4,3,3,3,4,1,1,1,8,7,5,0.862152165500447
"7250",8,5,1,1,2,2,2,2,2,2,8,0.727648889878765
"7251",5,3,1,1,5,4,4,2,10,8,10,0.510744405910373
"7252",8,1,1,1,7,4,1,1,4,3,1,0.741105003049597
"7253",1,1,1,1,9,1,1,1,3,1,3,0.260746657149866
"7254",4,1,1,1,9,2,2,2,5,3,1,0.590477464254946
"7255",3,2,1,1,6,4,2,2,7,4,1,0.296058696927503
"7256",3,1,1,1,1,1,1,1,3,2,1,0.687125229276717
"7257",8,5,1,1,3,1,1,1,2,2,3,0.0646232538856566
"7258",8,3,2,1,5,4,2,2,3,1,3,0.170952871441841
"7259",4,3,1,1,3,1,1,1,8,3,1,0.306884112302214
"7260",3,3,3,2,4,4,1,1,8,1,7,0.589791035279632
"7261",10,3,1,1,5,5,2,1,4,4,5,0.122966206865385
"7262",8,8,3,3,3,3,1,1,2,1,4,0.211930068908259
"7263",2,2,1,1,1,1,1,1,4,4,8,0.550776622258127
"7264",1,1,1,1,10,7,5,1,6,4,10,0.605085739633068
"7265",4,3,2,2,4,3,2,1,6,4,9,0.974681561114267
"7266",9,2,2,2,8,5,1,1,3,1,4,0.0807101500686258
"7267",5,1,1,1,8,6,5,3,2,2,9,0.124447479611263
"7268",4,2,1,1,5,3,1,1,10,9,4,0.577117868699133
"7269",9,8,4,3,5,5,1,1,4,2,1,0.00751584628596902
"7270",2,2,2,1,8,8,2,2,1,1,8,0.408055630279705
"7271",7,1,1,1,3,2,1,1,5,2,7,0.792740758275613
"7272",3,2,1,1,2,1,1,1,9,3,6,0.636261880164966
"7273",5,1,1,1,9,2,1,1,2,2,3,0.929223803803325
"7274",1,1,1,1,6,3,2,2,4,2,9,0.164860575692728
"7275",10,2,1,1,8,3,3,1,2,2,9,0.411711585707963
"7276",2,1,1,1,7,1,1,1,1,1,5,0.225731138838455
"7277",2,2,2,1,9,5,1,1,8,3,7,0.00975838280282915
"7278",10,8,5,5,9,1,1,1,9,1,6,0.762081725290045
"7279",7,3,1,1,10,5,1,1,4,4,6,0.194113985169679
"7280",1,1,1,1,9,6,4,4,5,3,7,0.796147664310411
"7281",7,4,3,3,5,2,1,1,4,4,10,0.13367333705537
"7282",5,5,1,1,3,3,3,1,8,6,8,0.940648926654831
"7283",1,1,1,1,6,1,1,1,4,4,10,0.536627829540521
"7284",9,2,2,1,7,4,2,2,5,2,2,0.0228077035862952
"7285",10,5,4,1,8,4,4,1,10,1,10,0.974390000570565
"7286",2,2,1,1,10,3,1,1,10,7,3,0.848541917745024
"7287",1,1,1,1,9,8,1,1,6,5,10,0.769421135541052
"7288",10,8,4,2,2,2,2,2,2,1,5,0.664001458324492
"7289",10,1,1,1,7,5,5,4,5,2,4,0.769301769789308
"7290",6,6,6,2,5,3,2,2,3,3,10,0.568827524315566
"7291",9,6,1,1,7,2,2,1,8,3,2,0.921789586078376
"7292",3,3,2,1,3,1,1,1,9,8,4,0.790297199506313
"7293",9,8,4,3,2,1,1,1,1,1,4,0.22460798593238
"7294",6,5,3,3,6,6,6,1,7,1,9,0.831290889065713
"7295",3,2,2,2,4,4,2,2,3,1,5,0.502356083132327
"7296",7,3,1,1,9,9,4,1,10,1,5,0.170304809696972
"7297",3,2,2,2,5,3,1,1,2,2,5,0.736961226677522
"7298",7,4,2,1,6,4,2,1,8,5,9,0.524740704102442
"7299",10,5,1,1,6,4,2,2,8,8,6,0.335547923808917
"7300",2,1,1,1,7,4,1,1,8,4,5,0.544552005827427
"7301",5,5,3,2,2,2,1,1,8,8,4,0.251499164616689
"7302",7,6,5,3,2,2,1,1,3,1,3,0.768180722370744
"7303",7,1,1,1,4,3,1,1,5,5,2,0.538310092175379
"7304",3,2,2,1,10,9,2,2,3,3,9,0.313351612072438
"7305",6,6,1,1,9,3,3,1,1,1,3,0.274753532838076
"7306",9,1,1,1,7,4,3,1,8,2,6,0.409310415619984
"7307",9,3,2,1,1,1,1,1,2,2,1,0.828594681806862
"7308",8,3,3,1,2,1,1,1,3,2,2,0.625254550948739
"7309",2,2,2,2,2,2,1,1,1,1,2,0.602397985523567
"7310",1,1,1,1,10,9,4,3,6,5,5,0.609436303377151
"7311",5,1,1,1,10,7,2,2,1,1,4,0.572600755374879
"7312",4,2,2,2,5,3,2,2,5,4,1,0.265988009283319
"7313",8,1,1,1,10,5,1,1,5,3,7,0.540906528942287
"7314",2,2,2,2,6,4,1,1,4,2,2,0.0770789869129658
"7315",8,3,3,2,1,1,1,1,4,4,6,0.841821200912818
"7316",9,3,2,2,3,1,1,1,6,3,2,0.277057089842856
"7317",8,6,6,1,8,4,4,3,8,7,6,0.43361365236342
"7318",7,5,5,4,9,4,4,1,2,2,10,0.973084156168625
"7319",9,3,1,1,6,5,4,3,9,7,5,0.297325745690614
"7320",7,5,5,1,5,3,1,1,10,2,4,0.971677041612566
"7321",10,2,1,1,7,2,2,1,4,2,3,0.564535392913967
"7322",8,2,2,2,4,2,1,1,2,2,1,0.0824847270268947
"7323",7,1,1,1,5,1,1,1,2,1,7,0.105229541892186
"7324",1,1,1,1,7,1,1,1,9,9,3,0.952098375186324
"7325",10,7,2,1,8,4,3,3,2,2,4,0.859671618090943
"7326",7,5,4,1,9,1,1,1,6,5,1,0.930528437253088
"7327",3,1,1,1,9,1,1,1,8,8,9,0.803942307364196
"7328",8,4,3,2,10,3,3,3,4,1,4,0.91846816171892
"7329",10,10,6,2,3,3,2,1,6,4,4,0.940839908318594
"7330",7,1,1,1,10,2,2,2,10,3,3,0.687482564011589
"7331",5,3,1,1,5,2,1,1,3,2,3,0.410675781778991
"7332",3,2,1,1,5,1,1,1,6,1,5,0.649014155380428
"7333",9,9,8,6,1,1,1,1,2,2,1,0.44551369571127
"7334",4,3,3,2,10,5,2,1,7,1,7,0.91119243321009
"7335",3,3,3,3,9,4,3,2,7,4,9,0.322432182496414
"7336",2,2,1,1,4,4,3,2,9,3,2,0.326629560207948
"7337",9,3,1,1,6,5,4,2,2,1,2,0.623086378676817
"7338",4,2,1,1,8,6,2,1,1,1,3,0.456421428592876
"7339",10,4,1,1,1,1,1,1,9,4,4,0.0284818517975509
"7340",10,1,1,1,8,6,4,3,10,6,8,0.377523439005017
"7341",5,5,4,3,1,1,1,1,7,5,10,0.0488130380399525
"7342",7,7,5,2,6,6,6,2,6,4,9,0.494980605551973
"7343",4,1,1,1,6,4,3,2,1,1,1,0.41068605822511
"7344",7,5,3,3,6,1,1,1,4,2,10,0.894488418707624
"7345",1,1,1,1,6,2,1,1,9,3,6,0.251658424269408
"7346",2,1,1,1,3,2,1,1,9,9,4,0.0398219272028655
"7347",4,1,1,1,5,1,1,1,3,1,5,0.553867866517976
"7348",5,5,1,1,9,9,2,1,6,2,2,0.268382488517091
"7349",3,1,1,1,8,2,1,1,5,3,3,0.614596487255767
"7350",10,1,1,1,9,1,1,1,7,2,7,0.0333780313376337
"7351",9,7,1,1,10,7,2,2,7,7,9,0.803680592449382
"7352",1,1,1,1,4,4,1,1,2,2,5,0.753537604818121
"7353",5,1,1,1,1,1,1,1,9,8,2,0.10717085422948
"7354",8,4,1,1,8,6,1,1,2,1,6,0.413702251622453
"7355",5,1,1,1,5,1,1,1,2,2,9,0.796601475216448
"7356",1,1,1,1,10,8,3,2,5,2,7,0.100303415907547
"7357",4,2,1,1,8,4,1,1,10,4,6,0.789051935542375
"7358",5,5,4,3,8,3,1,1,7,2,7,0.932343524647877
"7359",1,1,1,1,3,3,3,2,6,3,8,0.476913909660652
"7360",10,1,1,1,3,3,2,1,6,4,8,0.833552994532511
"7361",6,2,2,1,1,1,1,1,4,4,2,0.2794369016774
"7362",7,4,1,1,1,1,1,1,1,1,4,0.705138414399698
"7363",1,1,1,1,4,3,1,1,6,1,8,0.807919568615034
"7364",3,1,1,1,2,2,1,1,9,1,10,0.494285228429362
"7365",5,1,1,1,9,7,6,2,5,4,10,0.659392724046484
"7366",1,1,1,1,3,1,1,1,7,7,9,0.13203122257255
"7367",1,1,1,1,7,6,6,1,7,6,2,0.967568345600739
"7368",4,4,4,3,6,4,1,1,6,4,3,0.310151878511533
"7369",9,9,5,2,10,2,1,1,6,5,2,0.990702705690637
"7370",2,1,1,1,3,3,1,1,4,2,6,0.623540153261274
"7371",3,3,3,2,9,4,1,1,1,1,1,0.789222673512995
"7372",3,3,3,2,10,4,4,3,10,8,8,0.0449366436805576
"7373",2,2,1,1,7,4,1,1,8,7,6,0.848573467228562
"7374",10,8,4,4,2,2,1,1,6,3,9,0.759844433981925
"7375",8,5,1,1,9,3,1,1,4,4,7,0.637531984364614
"7376",5,1,1,1,6,1,1,1,2,1,5,0.0118440792430192
"7377",6,1,1,1,4,4,2,1,9,9,3,0.802532933652401
"7378",10,3,3,1,8,4,4,3,7,4,4,0.43814638745971
"7379",6,1,1,1,10,7,2,2,6,1,10,0.743569666519761
"7380",6,6,3,1,7,5,4,3,7,3,6,0.913319701328874
"7381",1,1,1,1,4,4,2,1,4,1,5,0.452712074620649
"7382",3,2,1,1,4,1,1,1,4,1,3,0.29374791868031
"7383",7,5,4,3,5,3,3,2,5,4,6,0.848491933429614
"7384",7,7,1,1,4,2,1,1,5,2,5,0.595897003076971
"7385",5,4,4,3,10,7,2,1,6,6,8,0.227284357650205
"7386",2,1,1,1,6,1,1,1,6,6,8,0.111846669809893
"7387",10,6,4,2,10,8,6,6,2,1,6,0.578762446530163
"7388",4,2,1,1,2,2,1,1,1,1,10,0.290510877268389
"7389",8,3,1,1,3,2,2,1,6,1,1,0.422238077269867
"7390",4,2,2,1,1,1,1,1,3,2,9,0.759682556148618
"7391",2,2,1,1,6,2,1,1,9,5,2,0.124186952132732
"7392",2,2,2,1,7,3,3,2,7,7,8,0.130654115695506
"7393",1,1,1,1,3,3,2,1,10,8,4,0.635842175455764
"7394",5,3,3,1,5,5,4,2,4,2,3,0.665848091244698
"7395",10,5,1,1,2,1,1,1,9,9,4,0.790863030357286
"7396",1,1,1,1,7,6,3,1,2,1,2,0.843759984942153
"7397",6,2,2,2,2,1,1,1,3,3,3,0.375934443436563
"7398",6,6,2,2,2,2,2,1,6,6,4,0.514076446415856
"7399",2,1,1,1,3,2,2,1,3,3,6,0.0918865031562746
"7400",9,3,3,1,3,1,1,1,8,2,9,0.920600750949234
"7401",5,5,5,1,1,1,1,1,9,1,6,0.104966025101021
"7402",10,9,8,3,3,1,1,1,10,4,3,0.925537670264021
"7403",7,5,2,2,5,4,1,1,5,5,10,0.498673010384664
"7404",1,1,1,1,8,5,1,1,6,2,6,0.761127018835396
"7405",10,5,4,1,3,2,1,1,8,5,8,0.294341189553961
"7406",3,2,2,2,10,1,1,1,6,5,9,0.727642429061234
"7407",8,3,2,2,2,2,1,1,9,6,5,0.377737133065239
"7408",7,4,1,1,10,5,4,3,8,4,9,0.173293887171894
"7409",3,3,1,1,8,2,1,1,3,3,3,0.654275653185323
"7410",8,7,7,2,7,5,5,3,7,2,8,0.181216139346361
"7411",10,2,2,1,2,2,2,1,9,5,8,0.32049778685905
"7412",8,3,2,1,8,1,1,1,7,2,9,0.937328382395208
"7413",10,9,5,3,9,9,9,1,3,2,6,0.0263928817585111
"7414",10,1,1,1,6,3,2,2,1,1,1,0.205031342338771
"7415",4,2,2,2,7,1,1,1,9,9,4,0.207836592104286
"7416",7,7,5,4,1,1,1,1,10,3,5,0.761852669063956
"7417",1,1,1,1,1,1,1,1,6,3,1,0.43083987175487
"7418",4,1,1,1,1,1,1,1,4,4,8,0.0142381570767611
"7419",9,7,2,1,4,2,1,1,3,3,1,0.202260812278837
"7420",9,9,8,1,1,1,1,1,6,5,6,0.514019053895026
"7421",6,2,2,1,8,8,3,1,2,2,7,0.0962702438700944
"7422",7,4,3,1,4,1,1,1,8,1,7,0.454677072819322
"7423",5,1,1,1,2,1,1,1,4,2,8,0.187807217938825
"7424",8,3,1,1,6,5,2,2,4,3,3,0.441438600420952
"7425",5,5,2,1,8,5,4,2,7,6,4,0.393064368981868
"7426",1,1,1,1,1,1,1,1,2,2,2,0.855777731863782
"7427",8,2,2,2,8,2,2,1,8,2,6,0.606704778969288
"7428",6,6,4,2,8,4,1,1,4,4,7,0.61717362399213
"7429",9,9,9,8,10,4,3,2,6,6,7,0.257530683185905
"7430",6,2,2,2,3,1,1,1,4,3,2,0.937336071161553
"7431",1,1,1,1,5,3,1,1,10,4,1,0.588139164494351
"7432",9,8,1,1,9,3,3,1,6,4,6,0.753956197062507
"7433",2,1,1,1,6,6,1,1,5,4,10,0.559786273632199
"7434",10,4,3,1,1,1,1,1,4,1,3,0.295736531727016
"7435",10,9,3,3,8,8,5,1,9,2,7,0.331759016728029
"7436",8,5,1,1,8,4,4,2,3,2,7,0.433667243458331
"7437",8,6,6,5,5,4,1,1,5,1,3,0.318380588898435
"7438",4,3,3,3,2,1,1,1,10,6,9,0.895766083616763
"7439",4,4,2,2,3,1,1,1,3,3,9,0.85566237475723
"7440",6,5,5,2,6,6,1,1,5,4,1,0.304565330035985
"7441",3,1,1,1,7,4,1,1,3,1,7,0.809168080566451
"7442",8,6,3,3,8,4,4,1,1,1,5,0.0787041948642582
"7443",2,1,1,1,4,4,1,1,8,2,5,0.397415796527639
"7444",7,3,3,1,4,4,4,3,5,4,2,0.363953698193654
"7445",10,10,7,3,7,5,5,2,4,3,1,0.22197339287959
"7446",8,4,2,2,6,5,1,1,4,2,5,0.789623760385439
"7447",2,1,1,1,7,6,5,1,8,4,1,0.0890382174402475
"7448",7,4,2,1,10,3,2,1,3,2,7,0.349480667850003
"7449",1,1,1,1,10,6,2,2,9,6,8,0.472512254258618
"7450",8,1,1,1,1,1,1,1,5,2,4,0.0723528703674674
"7451",10,1,1,1,8,2,1,1,8,6,9,0.920104797231033
"7452",9,1,1,1,6,1,1,1,1,1,10,0.516417877282947
"7453",2,2,1,1,4,2,2,2,1,1,2,0.865152090322226
"7454",6,1,1,1,6,2,2,2,8,3,10,0.248353140428662
"7455",5,5,2,2,7,5,5,3,6,5,3,0.20182310580276
"7456",9,7,6,5,5,3,3,1,2,2,1,0.637396522099152
"7457",10,1,1,1,9,3,2,1,8,7,4,0.78734488459304
"7458",2,2,2,1,6,1,1,1,3,2,1,0.561556364409626
"7459",4,1,1,1,3,2,1,1,4,1,1,0.826902667991817
"7460",2,1,1,1,10,9,6,5,2,1,4,0.485964443301782
"7461",2,2,2,1,1,1,1,1,3,1,7,0.0863250659313053
"7462",10,6,4,1,10,3,1,1,9,3,10,0.233260171255097
"7463",8,5,1,1,2,2,1,1,3,3,10,0.277293702354655
"7464",6,5,5,4,8,1,1,1,10,8,1,0.601842252770439
"7465",9,3,1,1,8,5,2,1,8,2,10,0.98263387195766
"7466",2,2,2,2,9,2,1,1,8,4,3,0.905788199976087
"7467",1,1,1,1,4,4,2,2,1,1,1,0.804948299890384
"7468",8,1,1,1,1,1,1,1,9,3,1,0.0185168052557856
"7469",1,1,1,1,2,1,1,1,6,3,6,0.913357159355655
"7470",2,2,2,2,9,3,1,1,7,2,2,0.315335870254785
"7471",1,1,1,1,7,1,1,1,3,1,6,0.688429112080485
"7472",9,7,5,4,1,1,1,1,1,1,7,0.315346598392352
"7473",3,2,2,2,8,1,1,1,5,2,5,0.135455657262355
"7474",8,8,7,1,6,4,2,2,10,5,2,0.323842752492055
"7475",6,4,1,1,6,4,1,1,1,1,3,0.597132274415344
"7476",5,4,3,2,10,4,3,2,8,4,7,0.208047985332087
"7477",8,7,4,2,2,2,2,2,9,6,2,0.0511090443469584
"7478",6,5,5,1,7,5,4,4,8,8,2,0.374460333492607
"7479",3,3,3,1,7,7,4,2,5,3,6,0.0447137623559684
"7480",5,4,3,1,4,2,2,1,1,1,10,0.131244766758755
"7481",3,2,2,2,7,1,1,1,1,1,6,0.192788926418871
"7482",9,2,2,2,5,5,5,3,6,5,3,0.755365923512727
"7483",5,3,2,2,6,3,1,1,9,6,8,0.839462873060256
"7484",3,1,1,1,6,6,5,4,9,8,10,0.386999625014141
"7485",7,2,2,2,7,2,2,2,9,1,6,0.480966762173921
"7486",5,2,1,1,5,4,1,1,2,1,7,0.361110416939482
"7487",2,2,2,2,3,3,3,2,4,1,3,0.924748486606404
"7488",10,4,4,2,3,3,1,1,10,8,2,0.997704971814528
"7489",10,7,1,1,10,2,2,2,8,1,6,0.0368129974231124
"7490",9,1,1,1,7,4,3,3,1,1,3,0.773002780741081
"7491",8,2,1,1,2,1,1,1,8,4,7,0.998927857493982
"7492",10,5,5,4,7,6,4,3,9,6,6,0.497881650691852
"7493",5,3,2,2,3,1,1,1,1,1,10,0.744915107963607
"7494",3,1,1,1,4,1,1,1,1,1,1,0.698439756873995
"7495",9,9,1,1,4,3,1,1,5,3,3,0.390814803307876
"7496",3,2,2,1,8,7,3,1,4,3,8,0.640302231535316
"7497",5,5,5,3,9,5,3,1,10,2,4,0.985066864173859
"7498",2,1,1,1,1,1,1,1,3,3,10,0.964255074039102
"7499",9,2,2,2,8,2,2,1,3,1,2,0.120140295242891
"7500",8,5,4,2,3,1,1,1,4,4,4,0.713365227216855
"7501",9,3,2,1,1,1,1,1,1,1,10,0.838493708521128
"7502",3,2,1,1,8,6,2,2,4,4,4,0.767726002493873
"7503",7,5,2,1,1,1,1,1,2,2,10,0.428001643624157
"7504",8,8,1,1,10,7,7,4,5,2,1,0.326253459556028
"7505",10,8,8,1,7,3,1,1,10,10,5,0.0470253503881395
"7506",1,1,1,1,5,3,2,1,10,3,8,0.523221459705383
"7507",8,5,1,1,10,3,2,1,10,10,8,0.0611528183799237
"7508",8,5,5,3,8,6,6,2,6,3,4,0.95756207825616
"7509",10,4,3,2,7,3,1,1,6,4,9,0.766839886084199
"7510",8,1,1,1,5,3,1,1,6,5,7,0.957521994132549
"7511",1,1,1,1,1,1,1,1,1,1,2,0.942211039364338
"7512",1,1,1,1,9,3,2,1,3,3,7,0.317850122461095
"7513",6,1,1,1,1,1,1,1,10,1,2,0.59113251324743
"7514",10,5,3,2,4,3,2,2,1,1,8,0.161163637647405
"7515",10,8,5,1,8,6,5,3,8,3,7,0.60585035616532
"7516",5,3,3,1,10,3,1,1,9,1,1,0.745376099832356
"7517",1,1,1,1,5,4,4,3,2,1,4,0.0109888785518706
"7518",6,5,1,1,2,2,1,1,8,6,4,0.412073229905218
"7519",10,3,1,1,1,1,1,1,7,3,8,0.328376516932622
"7520",7,5,1,1,10,8,8,4,1,1,8,0.159712473629043
"7521",8,2,1,1,6,3,2,1,10,8,3,0.382070759544149
"7522",2,2,1,1,8,4,1,1,8,4,7,0.41176844201982
"7523",6,4,2,2,3,3,3,3,8,4,9,0.656291667371988
"7524",6,5,2,2,1,1,1,1,3,3,4,0.10986456554383
"7525",10,9,3,2,8,5,3,2,5,4,7,0.574797487584874
"7526",9,6,3,1,1,1,1,1,3,3,3,0.949563666246831
"7527",6,4,4,2,8,8,6,1,4,2,10,0.606425539124757
"7528",7,3,2,2,1,1,1,1,8,5,1,0.239339670166373
"7529",6,5,5,1,9,7,4,1,4,4,5,0.178313402459025
"7530",1,1,1,1,9,5,4,2,10,2,8,0.898083841660991
"7531",4,3,3,1,8,4,3,2,3,1,1,0.042122743325308
"7532",7,3,3,3,4,4,1,1,10,5,4,0.948840118711814
"7533",5,2,1,1,4,4,4,3,6,5,5,0.770092196296901
"7534",6,4,3,3,3,2,2,1,9,9,3,0.870998430764303
"7535",7,4,2,2,10,3,3,2,8,1,8,0.495287864701822
"7536",4,2,2,2,4,3,3,1,9,7,3,0.70556800509803
"7537",6,6,1,1,8,3,3,2,9,1,5,0.0862514786422253
"7538",3,3,1,1,7,7,5,2,1,1,1,0.768928226549178
"7539",7,6,6,1,7,5,2,1,3,1,3,0.194079090608284
"7540",6,4,2,1,2,1,1,1,6,5,3,0.457448016386479
"7541",9,1,1,1,4,4,2,2,1,1,5,0.93688268517144
"7542",7,4,4,4,10,5,1,1,8,2,1,0.94692556024529
"7543",3,2,2,1,9,2,2,2,7,3,6,0.313430348411202
"7544",9,5,2,2,5,4,4,2,9,2,1,0.492327216779813
"7545",3,2,1,1,6,1,1,1,8,6,10,0.153338720323518
"7546",5,3,1,1,4,1,1,1,4,4,3,0.47580304602161
"7547",1,1,1,1,6,2,1,1,10,7,3,0.244791557081044
"7548",5,3,1,1,4,3,1,1,10,1,8,0.256781785050407
"7549",4,1,1,1,8,3,2,1,4,3,7,0.0863532149232924
"7550",1,1,1,1,9,9,8,6,4,4,1,0.233781527960673
"7551",7,2,2,1,10,9,9,7,3,1,2,0.556940193520859
"7552",3,1,1,1,10,9,2,2,10,7,8,0.382583651924506
"7553",5,3,3,3,3,2,1,1,9,7,9,0.279593135230243
"7554",2,2,1,1,1,1,1,1,8,7,2,0.373346713837236
"7555",9,1,1,1,6,2,1,1,2,1,9,0.384988865582272
"7556",7,7,5,4,1,1,1,1,8,3,9,0.154244762845337
"7557",7,2,1,1,3,2,2,1,9,4,6,0.33530364651233
"7558",3,3,3,1,6,1,1,1,1,1,6,0.6512100615073
"7559",3,3,3,3,4,1,1,1,2,1,5,0.812565302941948
"7560",2,1,1,1,8,3,2,1,7,5,4,0.571062088944018
"7561",9,6,3,2,10,7,2,1,3,3,4,0.386205377755687
"7562",3,1,1,1,6,4,1,1,2,1,7,0.100977958878502
"7563",10,1,1,1,6,1,1,1,7,7,5,0.01904525491409
"7564",4,3,2,2,6,2,2,1,4,2,4,0.635076897917315
"7565",4,1,1,1,2,2,1,1,9,4,10,0.788473778869957
"7566",9,5,2,1,8,1,1,1,7,2,7,0.590507967630401
"7567",1,1,1,1,2,2,1,1,10,1,5,0.871791372541338
"7568",7,7,2,1,1,1,1,1,9,9,8,0.573906787438318
"7569",5,5,2,1,2,1,1,1,10,6,2,0.38825129554607
"7570",3,3,3,2,3,2,1,1,10,2,9,0.404634318547323
"7571",9,5,4,1,5,1,1,1,10,5,10,0.777014223625883
"7572",1,1,1,1,7,6,4,2,4,1,3,0.60664382763207
"7573",1,1,1,1,5,2,1,1,2,1,2,0.353787989355624
"7574",3,3,2,1,5,2,1,1,5,1,10,0.0821093569975346
"7575",6,1,1,1,9,2,1,1,5,5,9,0.0758876367472112
"7576",1,1,1,1,3,1,1,1,10,1,5,0.0789202810265124
"7577",1,1,1,1,2,1,1,1,10,4,7,0.7065922296606
"7578",1,1,1,1,8,6,6,2,3,1,9,0.893677888903767
"7579",3,1,1,1,10,8,8,6,10,6,1,0.275490610627457
"7580",10,5,1,1,10,10,8,3,4,4,3,0.215425713686273
"7581",4,2,2,2,4,1,1,1,9,1,5,0.0333850928582251
"7582",3,2,1,1,7,3,3,3,2,1,1,0.277871645521373
"7583",2,1,1,1,3,1,1,1,5,3,5,0.57847360917367
"7584",10,10,5,4,10,10,9,7,2,2,8,0.630159208551049
"7585",8,5,2,1,1,1,1,1,2,1,9,0.986711729317904
"7586",4,1,1,1,10,7,7,3,3,3,9,0.685600569471717
"7587",9,9,3,1,9,3,1,1,2,2,6,0.758945107692853
"7588",1,1,1,1,9,6,6,1,8,7,9,0.591251226840541
"7589",10,6,4,3,5,3,2,1,6,3,4,0.102956610033289
"7590",2,2,2,2,3,1,1,1,8,7,9,0.912789008114487
"7591",1,1,1,1,10,9,4,3,3,1,2,0.908861013595015
"7592",7,1,1,1,4,2,2,1,4,1,7,0.696086306357756
"7593",8,2,1,1,8,8,2,1,7,3,4,0.93468927545473
"7594",8,8,8,2,8,1,1,1,6,2,3,0.800858031725511
"7595",4,4,1,1,2,2,1,1,7,2,8,0.0359012621920556
"7596",8,3,3,1,9,6,1,1,3,1,5,0.338615570683032
"7597",4,2,2,1,4,2,1,1,10,2,10,0.296787717845291
"7598",5,2,2,1,6,4,4,3,9,9,4,0.197532650083303
"7599",6,3,3,1,9,8,7,4,10,6,1,0.956910809734836
"7600",8,8,3,3,6,5,2,1,3,2,9,0.426805063616484
"7601",1,1,1,1,6,4,4,3,2,2,4,0.575788950547576
"7602",8,8,8,5,5,1,1,1,1,1,7,0.21224808995612
"7603",1,1,1,1,5,2,1,1,10,6,4,0.0142102043610066
"7604",8,3,2,2,7,4,4,1,8,5,1,0.39648239640519
"7605",2,1,1,1,9,5,2,1,6,3,7,0.736629209015518
"7606",7,6,1,1,7,6,5,3,9,5,2,0.309201081516221
"7607",7,5,2,2,10,8,4,1,10,4,9,0.697549853706732
